Date,Case,Total_cases,,,,,,,,,,,,,,
18-06-2020,confirmed,372389,,,,,,,,,,,,,,
18-06-2020,recovered,205182,,,,,,,,,,,,,,
18-06-2020,tested,7171843,,,,,,,,,,,,,,
19-06-2020,confirmed,14516,,,,,,,,,,,,,,
19-06-2020,tested,209908,,,,,,,,,,,,,,
19-06-2020,confirmed,85625,,,,,,,,,,,,,,
19-06-2020,recovered,59975,,,,,,,,,,,,,,
19-06-2020,tested,1274228,,,,,,,,,,,,,,
19-06-2020,confirmed,386905,,,,,,,,,,,,,,
19-06-2020,recovered,214211,,,,,,,,,,,,,,
19-06-2020,tested,7381751,,,,,,,,,,,,,,
20-06-2020,tested,217841,,,,,,,,,,,,,,
20-06-2020,confirmed,88835,,,,,,,,,,,,,,
20-06-2020,recovered,65858,,,,,,,,,,,,,,
20-06-2020,tested,1328254,,,,,,,,,,,,,,
20-06-2020,confirmed,402485,,,,,,,,,,,,,,
20-06-2020,recovered,228185,,,,,,,,,,,,,,
20-06-2020,tested,7599592,,,,,,,,,,,,,,
21-06-2020,confirmed,15289,,,,,,,,,,,,,,
21-06-2020,recovered,9075,,,,,,,,,,,,,,
21-06-2020,tested,229355,,,,,,,,,,,,,,
21-06-2020,confirmed,92172,,,,,,,,,,,,,,
21-06-2020,recovered,67575,,,,,,,,,,,,,,
21-06-2020,tested,1388921,,,,,,,,,,,,,,
21-06-2020,confirmed,417774,,,,,,,,,,,,,,
21-06-2020,recovered,237260,,,,,,,,,,,,,,
21-06-2020,tested,7828947,,,,,,,,,,,,,,
22-06-2020,tested,185804,,,,,,,,,,,,,,
22-06-2020,confirmed,96531,,,,,,,,,,,,,,
22-06-2020,recovered,67814,,,,,,,,,,,,,,
22-06-2020,tested,1416206,,,,,,,,,,,,,,
22-06-2020,confirmed,432629,,,,,,,,,,,,,,
22-06-2020,recovered,248139,,,,,,,,,,,,,,
22-06-2020,tested,8014751,,,,,,,,,,,,,,
23-06-2020,confirmed,15473,,,,,,,,,,,,,,
23-06-2020,recovered,10462,,,,,,,,,,,,,,
23-06-2020,tested,216155,,,,,,,,,,,,,,
23-06-2020,confirmed,101631,,,,,,,,,,,,,,
23-06-2020,recovered,71050,,,,,,,,,,,,,,
23-06-2020,tested,1444574,,,,,,,,,,,,,,
23-06-2020,confirmed,448102,,,,,,,,,,,,,,
23-06-2020,recovered,258601,,,,,,,,,,,,,,
23-06-2020,tested,8230906,,,,,,,,,,,,,,
24-06-2020,confirmed,16742,,,,,,,,,,,,,,
24-06-2020,recovered,13089,,,,,,,,,,,,,,
24-06-2020,tested,241678,,,,,,,,,,,,,,
24-06-2020,confirmed,105854,,,,,,,,,,,,,,
24-06-2020,recovered,77249,,,,,,,,,,,,,,
24-06-2020,tested,1514217,,,,,,,,,,,,,,
24-06-2020,confirmed,464844,,,,,,,,,,,,,,
24-06-2020,recovered,271690,,,,,,,,,,,,,,
24-06-2020,tested,8472584,,,,,,,,,,,,,,
25-06-2020,confirmed,17853,,,,,,,,,,,,,,
25-06-2020,tested,238668,,,,,,,,,,,,,,
25-06-2020,confirmed,110308,,,,,,,,,,,,,,
25-06-2020,recovered,80491,,,,,,,,,,,,,,
25-06-2020,tested,1539409,,,,,,,,,,,,,,
25-06-2020,confirmed,482697,,,,,,,,,,,,,,
25-06-2020,recovered,285673,,,,,,,,,,,,,,
25-06-2020,tested,8711252,,,,,,,,,,,,,,
26-06-2020,confirmed,18625,,,,,,,,,,,,,,
26-06-2020,recovered,10246,,,,,,,,,,,,,,
26-06-2020,tested,240990,,,,,,,,,,,,,,
26-06-2020,confirmed,114417,,,,,,,,,,,,,,
26-06-2020,recovered,81708,,,,,,,,,,,,,,
26-06-2020,tested,1570491,,,,,,,,,,,,,,
26-06-2020,confirmed,501322,,,,,,,,,,,,,,
26-06-2020,recovered,295919,,,,,,,,,,,,,,
26-06-2020,tested,8952242,,,,,,,,,,,,,,
27-06-2020,tested,254713,,,,,,,,,,,,,,
27-06-2020,confirmed,119079,,,,,,,,,,,,,,
27-06-2020,recovered,81963,,,,,,,,,,,,,,
27-06-2020,tested,1607363,,,,,,,,,,,,,,
27-06-2020,confirmed,521564,,,,,,,,,,,,,,
27-06-2020,recovered,310148,,,,,,,,,,,,,,
27-06-2020,tested,9206955,,,,,,,,,,,,,,
28-06-2020,confirmed,19794,,,,,,,,,,,,,,
28-06-2020,recovered,11631,,,,,,,,,,,,,,
28-06-2020,tested,242542,,,,,,,,,,,,,,
28-06-2020,confirmed,123584,,,,,,,,,,,,,,
